Date,Price
20-May-87,20.200685661204496
21-May-87,20.146845056048114
22-May-87,20.409837352987577
23-May-87,21.033574169783513
24-May-87,20.937175879713525
25-May-87,20.84122626434978
26-May-87,21.50156501912722
27-May-87,21.833736130165484
28-May-87,21.630911906530994
29-May-87,21.867796367857878
30-May-87,21.667304672700954
31-May-87,21.46764923385325
01-Jun-87,21.573683222252754
02-Jun-87,20.750310552302146
03-Jun-87,20.036533969320388
04-Jun-87,19.81321175911408
05-Jun-87,19.413844331021856
06-Jun-87,19.53780069138383
07-Jun-87,19.18493860324274
08-Jun-87,18.64495790111806
09-Jun-87,19.193361588795533
10-Jun-87,19.10861280148604
11-Jun-87,19.13633106909741
12-Jun-87,18.592955642574786
13-Jun-87,18.392381261145427
14-Jun-87,18.435023110479893
15-Jun-87,18.01249474879506
16-Jun-87,18.149641169921622
17-Jun-87,17.93342860014265
18-Jun-87,17.830600562302152
19-Jun-87,17.617807817191213
20-Jun-87,18.27223121954602
21-Jun-87,18.269125954443297
22-Jun-87,17.88448378334901
23-Jun-87,18.180488054559056
24-Jun-87,17.738395435468863
25-Jun-87,17.81426737581777
26-Jun-87,17.117847051451427
27-Jun-87,16.664845123338274
28-Jun-87,16.732124847981567
29-Jun-87,16.980920360717267
30-Jun-87,17.04081827545814
01-Jul-87,17.003107530004748
02-Jul-87,16.902413870482018
03-Jul-87,16.404292299913084
04-Jul-87,16.169762033044947
05-Jul-87,16.02241062305597
06-Jul-87,16.362765791863048
07-Jul-87,16.47685298032242
08-Jul-87,15.897513596854122
09-Jul-87,16.00214593441333
10-Jul-87,15.880503292047202
11-Jul-87,15.667094101290047
12-Jul-87,15.86032461023613
13-Jul-87,16.18895038469284
14-Jul-87,16.492098232583768
15-Jul-87,16.216938285777157
16-Jul-87,16.118270419278183
17-Jul-87,16.226670117667723
18-Jul-87,16.544889763933742
19-Jul-87,16.38798655405279
20-Jul-87,16.32877381644408
21-Jul-87,15.969104822710404
22-Jul-87,15.58865475380138
23-Jul-87,15.843537309753794
24-Jul-87,16.274874453357636
25-Jul-87,16.253062827041152
26-Jul-87,16.58089779809269
27-Jul-87,16.70248088730096
28-Jul-87,16.488649127963445
29-Jul-87,16.609476499588567
30-Jul-87,17.122057091363015
31-Jul-87,17.111500987332192
01-Aug-87,17.64868016665661
02-Aug-87,16.725744165468388
03-Aug-87,17.002355360227693
04-Aug-87,17.033655699508742
05-Aug-87,16.933495299889533
06-Aug-87,16.966265262983082
07-Aug-87,16.29352946083782
08-Aug-87,16.223574206259936
09-Aug-87,16.34106940975874
10-Aug-87,16.825710900007522
11-Aug-87,16.6529881738824
12-Aug-87,16.385376784546988
13-Aug-87,16.222585757956782
14-Aug-87,16.52121180368132
15-Aug-87,16.631491259129348
16-Aug-87,16.45694036428754
17-Aug-87,16.627522289077515
18-Aug-87,16.661468223617497
19-Aug-87,16.98591532503446
20-Aug-87,16.74911362844138
21-Aug-87,16.64102752930212
22-Aug-87,16.51218998064033
23-Aug-87,16.0305244623771
24-Aug-87,16.127066781729134
25-Aug-87,16.212880604570657
26-Aug-87,16.21615996987153
27-Aug-87,16.141699536234817
28-Aug-87,15.686383921177331
29-Aug-87,15.55598447901855
30-Aug-87,15.450914843469956
31-Aug-87,15.204541579602406
01-Sep-87,15.157016527575934
02-Sep-87,15.281016339523076
03-Sep-87,15.859001192672553
04-Sep-87,15.915959687630107
05-Sep-87,15.999534516324406
06-Sep-87,15.977312469798035
07-Sep-87,15.365774055747275
08-Sep-87,15.359162508762951
09-Sep-87,15.37920013666225
10-Sep-87,16.138391925335235
11-Sep-87,16.0779178317123
12-Sep-87,16.176490691343687
13-Sep-87,16.166878048022483
14-Sep-87,15.790617229595341
15-Sep-87,16.153113843823412
16-Sep-87,16.397650352806213
17-Sep-87,16.658711423551722
18-Sep-87,16.357392831061603
19-Sep-87,16.81794972244791
20-Sep-87,16.34810630357214
21-Sep-87,16.541621157291544
22-Sep-87,17.267949061887407
23-Sep-87,16.92758524066748
24-Sep-87,16.737556937402598
25-Sep-87,16.772589101037223
26-Sep-87,16.605374554569988
27-Sep-87,16.09204815040689
28-Sep-87,16.115723729060203
29-Sep-87,15.774939438097817
30-Sep-87,15.925934770273859
01-Oct-87,15.634673556138555
02-Oct-87,16.12089139261171
03-Oct-87,15.86996865657781
04-Oct-87,15.76933353008999
05-Oct-87,16.02748295010646
06-Oct-87,15.634532561490678
07-Oct-87,15.707220609826885
08-Oct-87,16.119422924088884
09-Oct-87,15.602800824355798
10-Oct-87,15.661977210840469
11-Oct-87,15.74494897658172
12-Oct-87,15.992718695976546
13-Oct-87,15.598673872648916
14-Oct-87,15.188286298626497
15-Oct-87,15.348353085851217
16-Oct-87,15.441052433677186
17-Oct-87,15.519954003649591
18-Oct-87,15.629043204570753
19-Oct-87,15.41804339381668
20-Oct-87,15.491203149780114
21-Oct-87,15.58355317452466
22-Oct-87,15.362468863679894
23-Oct-87,15.93726316724844
24-Oct-87,16.08988889272271
25-Oct-87,15.708139063461928
26-Oct-87,15.915974585109032
27-Oct-87,15.60730600872935
28-Oct-87,15.85455214463758
29-Oct-87,16.223517880290434
30-Oct-87,15.958853146762118
31-Oct-87,16.267936595510918
01-Nov-87,16.40386526811525
02-Nov-87,16.67520493677876
03-Nov-87,17.309460691440407
04-Nov-87,17.226240918547585
05-Nov-87,16.96828272751456
06-Nov-87,16.668108909145516
07-Nov-87,16.39781542645633
08-Nov-87,16.37416921599824
09-Nov-87,16.487528236200234
10-Nov-87,16.58041593635686
11-Nov-87,16.856374824442582
12-Nov-87,16.862443757183442
13-Nov-87,17.354332734063455
14-Nov-87,17.26420931244976
15-Nov-87,18.205167130526508
16-Nov-87,18.434795219923064
17-Nov-87,18.12060821897018
18-Nov-87,17.734315811752083
19-Nov-87,17.907215606980888
20-Nov-87,17.828974403002256
21-Nov-87,18.085355231100532
22-Nov-87,18.258337177606336
23-Nov-87,18.233568314452743
24-Nov-87,17.926590249151193
25-Nov-87,17.38526199843596
26-Nov-87,17.23174493607772
27-Nov-87,17.52861302231826
28-Nov-87,17.605421211447645
29-Nov-87,17.16854663519561
30-Nov-87,17.229728785895176
01-Dec-87,17.36423003775816
02-Dec-87,17.059016383906343
03-Dec-87,17.113170267563582
04-Dec-87,17.134804298786797
05-Dec-87,16.7448263317636
06-Dec-87,16.86632255865142
07-Dec-87,17.057176645059826
08-Dec-87,17.42835829013418
09-Dec-87,17.79742192055805
10-Dec-87,17.30882240257889
11-Dec-87,16.9859003436075
12-Dec-87,17.162565688086854
13-Dec-87,17.3406396472986
14-Dec-87,17.520998837851494
15-Dec-87,18.872825017141583
16-Dec-87,19.090198633888473
17-Dec-87,19.52567112640919
18-Dec-87,19.900174187281486
19-Dec-87,20.161420192001348
20-Dec-87,20.03631081972437
21-Dec-87,20.34245331489448
22-Dec-87,20.030064343279893
23-Dec-87,19.937197511100454
24-Dec-87,19.74565545249642
25-Dec-87,19.779963188977504
26-Dec-87,20.697618410173472
27-Dec-87,19.92672932347723
28-Dec-87,20.202220417590993
29-Dec-87,19.55263180961834
30-Dec-87,19.370036872579163
31-Dec-87,19.79383414057992
01-Jan-88,19.821260484724558
02-Jan-88,19.395997411185263
03-Jan-88,19.120456433066032
04-Jan-88,19.382252861719643
